Date,Unnamed: 0,Open,High,Low,Close,Volume,Daily_Return,MA20,MA50,Price_Range
2015-01-02,0,14.857999801635742,14.883333206176758,14.21733283996582,14.620667457580566,71466000,,,,0.6660003662109375
2015-01-05,1,14.303333282470703,14.43333339691162,13.810667037963867,14.005999565124512,80527500,-4.204102817052724,,,0.6226663589477521
2015-01-06,2,14.003999710083008,14.279999732971191,13.61400032043457,14.085332870483398,93928500,0.5664237314159992,,,0.6659994125366211
2015-01-07,3,14.223333358764648,14.3186674118042,13.985333442687988,14.063332557678224,44526000,-0.1561930627232644,,,0.33333396911621094
2015-01-08,4,14.187333106994627,14.25333309173584,14.000666618347168,14.041333198547363,51637500,-0.15643062581812694,,,0.2526664733886719
2015-01-09,5,13.928000450134276,13.998666763305664,13.663999557495115,13.77733325958252,70024500,-1.8801629106854012,,,0.33466720581054865
2015-01-12,6,13.536666870117188,13.631333351135254,13.283332824707031,13.480667114257812,89254500,-2.1532914950603166,,,0.34800052642822266
2015-01-13,7,13.554667472839355,13.84066677093506,13.394000053405762,13.616666793823242,67159500,1.0088497728839352,,,0.44666671752929865
2015-01-14,8,12.388667106628418,13.013333320617676,12.333333015441896,12.845999717712402,173278500,-5.659733676235856,,,0.6800003051757795
2015-01-15,9,12.965999603271484,13.050000190734863,12.666666984558104,12.791333198547363,78247500,-0.42555285977208257,,,0.3833332061767596
2015-01-16,10,12.713333129882812,12.965999603271484,12.643333435058594,12.871333122253418,54048000,0.6254228739435819,,,0.3226661682128906
2015-01-20,11,12.924667358398438,12.941332817077637,12.469332695007324,12.795332908630373,67548000,-0.5904610882275119,,,0.4720001220703125
2015-01-21,12,12.636667251586914,13.245332717895508,12.633999824523926,13.104666709899902,62295000,2.4175518017267583,,,0.611332893371582
2015-01-22,13,13.133333206176758,13.54933261871338,13.013333320617676,13.441332817077637,61753500,2.569055090301542,,,0.5359992980957049
2015-01-23,14,13.352666854858398,13.56666660308838,13.222000122070312,13.419333457946776,51579000,-0.16366947705446222,,,0.3446664810180682
2015-01-26,15,13.45533275604248,13.907999992370604,13.403332710266112,13.770000457763672,48517500,2.6131476717216273,,,0.5046672821044922
2015-01-27,16,13.628000259399414,13.868666648864746,13.553333282470703,13.732000350952148,41715000,-0.27596300325537504,,,0.31533336639404297
2015-01-28,17,13.740667343139648,13.758000373840332,13.227999687194824,13.291333198547363,47244000,-3.2090528775309157,,,0.5300006866455078
2015-01-29,18,13.404666900634766,13.732000350952148,13.100000381469728,13.68000030517578,53221500,2.924214605280495,,,0.6319999694824201
2015-01-30,19,13.597332954406738,13.83133316040039,13.533332824707031,13.57333278656006,45105000,-0.7797333058198963,,,0.2980003356933594
2015-02-02,20,13.597999572753906,14.130000114440918,13.553333282470703,14.062666893005373,62238000,3.60511389604945,,,0.5766668319702148
2015-02-03,21,14.214667320251465,14.691332817077637,14.084667205810549,14.557332992553713,72393000,3.5175838502893297,,,0.6066656112670881
2015-02-04,22,14.552666664123535,14.76533317565918,14.453332901000977,14.56999969482422,49581000,0.08701251992371262,,,0.3120002746582031
2015-02-05,23,14.658666610717772,15.031999588012695,14.642666816711426,14.732666969299316,52843500,1.1164535201251935,,,0.38933277130126953
2015-02-06,24,14.800000190734863,14.893333435058594,14.43333339691162,14.490667343139648,48658500,-1.6426056915829212,,,0.46000003814697443
2015-02-09,25,14.358667373657228,14.528667449951172,14.13266658782959,14.498666763305664,52086000,0.055203945936987964,,,0.39600086212158203
2015-02-10,26,14.50333309173584,14.699999809265137,14.333333015441896,14.419333457946776,80857500,-0.5471765552931496,,,0.3666667938232404
2015-02-11,27,14.147333145141602,14.315999984741213,13.8186674118042,14.186667442321776,146536500,-1.6135698387415576,,,0.4973325729370135
2015-02-12,28,12.904666900634766,13.53933334350586,12.885333061218262,13.525333404541016,234744000,-4.661658846022309,,,0.6540002822875977
2015-02-13,29,13.526666641235352,13.732666969299316,13.394000053405762,13.584667205810549,92865000,0.43868642269189184,,,0.3386669158935547
2015-02-17,30,13.713333129882812,13.713333129882812,13.43333339691162,13.623332977294922,59694000,0.28462803614235366,,,0.2799997329711932
2015-02-18,31,13.611332893371582,13.744667053222656,13.506667137145996,13.630666732788086,40704000,0.05383231478952588,,,0.23799991607666016
2015-02-19,32,13.666666984558104,14.162667274475098,13.583333015441896,14.11400032043457,77311500,3.5459277020091884,,,0.5793342590332013
2015-02-20,33,14.052000045776367,14.506667137145996,13.987333297729492,14.473999977111816,89731500,2.5506564298148016,,,0.5193338394165039
2015-02-23,34,14.37733268737793,14.546667098999023,13.755332946777344,13.822667121887209,127497000,-4.500019733692007,,,0.7913341522216797
2015-02-24,35,13.81933307647705,13.81933307647705,13.446666717529297,13.607333183288574,99054000,-1.5578320500655662,,,0.3726663589477539
2015-02-25,36,13.662667274475098,13.809332847595217,13.505332946777344,13.583999633789062,58642500,-0.1714777553045277,,,0.30399990081787287
2015-02-26,37,13.600000381469728,14.072667121887209,13.481332778930664,13.812666893005373,97093500,1.6833573717678796,,,0.5913343429565447
2015-02-27,38,13.793333053588867,13.903332710266112,13.520000457763672,13.555999755859377,58231500,-1.8582011651636199,,,0.38333225250243963
2015-03-02,39,13.513333320617676,13.555999755859377,13.055333137512209,13.155332565307615,118831500,-2.955644716492256,,,0.500666618347168
2015-03-03,40,13.120667457580566,13.349332809448242,13.021332740783691,13.303999900817873,66484500,1.1300918070464627,,,0.3280000686645508
2015-03-04,41,13.283332824707031,13.501333236694336,13.147333145141602,13.496000289916992,63330000,1.4431779204035822,,,0.3540000915527344
2015-03-05,42,13.523332595825195,13.746000289916992,13.34333324432373,13.375332832336426,73155000,-0.8940979178158281,,,0.4026670455932617
2015-03-06,43,13.280667304992676,13.383333206176758,12.8100004196167,12.925333023071287,100686000,-3.36440083328029,,,0.5733327865600586
2015-03-09,44,12.959333419799805,12.965999603271484,12.550000190734863,12.725333213806152,101050500,-1.5473474370690687,,,0.4159994125366211
2015-03-10,45,12.564000129699709,12.899999618530272,12.506667137145996,12.687999725341797,83695500,-0.293379260386295,,,0.39333248138427557
2015-03-11,46,12.743332862854004,13.07866668701172,12.734000205993652,12.916000366210938,74623500,1.7969786081706296,,,0.3446664810180682
2015-03-12,47,12.916666984558104,12.963333129882812,12.649999618530272,12.73799991607666,62239500,-1.3781390917263936,,,0.31333351135254084
2015-03-13,48,12.596667289733888,12.783332824707031,12.48799991607666,12.57866668701172,81514500,-1.250849663327791,,,0.2953329086303711
2015-03-16,49,12.800000190734863,13.060667037963867,12.653332710266112,13.046667098999023,84432000,3.7205883869277034,13.616173324584961,,0.4073343276977557
2015-03-17,50,13.028667449951172,13.247332572937012,12.929332733154297,12.982000350952148,73411500,-0.49565722460900297,13.583399982452393,,0.31799983978271484
2015-03-18,51,12.997332572937012,13.392000198364258,12.87399959564209,13.380666732788086,72313500,3.0709164308927006,13.570893325805663,,0.518000602722168
2015-03-19,52,13.466667175292969,13.63933277130127,12.968667030334473,13.043333053588867,127128000,-2.5210528438961433,13.550053329467774,,0.6706657409667969
2015-03-20,53,13.16333293914795,13.265999794006348,13.041333198547363,13.20533275604248,64042500,1.2420115455768377,13.532893333435059,,0.22466659545898438
2015-03-23,54,13.233332633972168,13.366666793823242,13.164667129516602,13.308667182922363,39474000,0.7825204316233458,13.518240013122558,,0.20199966430664062
2015-03-24,55,13.43866729736328,13.586000442504885,13.31666660308838,13.447999954223633,54748500,1.0469325694766773,13.51165334701538,,0.2693338394165039
2015-03-25,56,13.218000411987305,13.239333152770996,12.846667289733888,12.953332901000977,85956000,-3.6783689389238594,13.501106662750244,,0.3926658630371076
2015-03-26,57,12.928000450134276,12.986000061035156,12.646666526794434,12.694000244140623,61920000,-2.0020535165919617,13.482653331756591,,0.33933353424072266
2015-03-27,58,12.604666709899902,12.619333267211914,12.09333324432373,12.333333015441896,129073500,-2.8412417028683024,13.472399997711182,,0.5260000228881836
2015-03-30,59,12.390000343322754,12.81666660308838,12.119999885559082,12.704667091369627,151342500,3.01081690945022,13.470666675567626,,0.6966667175292987
2015-03-31,60,12.902000427246094,12.917332649230955,12.560667037963867,12.584667205810549,75399000,-0.9445338842494766,13.46493335723877,,0.35666561126708807
2015-04-01,61,12.579999923706056,12.81999969482422,12.403332710266112,12.505999565124512,56919000,-0.6251070401743664,13.459146690368652,,0.416666984558109
2015-04-02,62,12.682000160217283,12.881999969482422,12.666666984558104,12.733332633972168,75156000,1.8177920738268627,13.451720008850097,,0.21533298492431818
2015-04-06,63,13.199999809265137,13.850000381469728,13.166666984558104,13.539999961853027,186837000,6.335084074758979,13.453693351745606,,0.6833333969116246
2015-04-07,64,13.500666618347168,13.670666694641112,13.40933322906494,13.550000190734863,65218500,0.07385693434276419,13.456306686401367,,0.2613334655761719
2015-04-08,65,13.880000114440918,14.0600004196167,13.724666595458984,13.844667434692385,94546500,2.17466597645517,13.45780002593994,,0.33533382415771484
2015-04-09,66,13.895333290100098,14.024666786193848,13.7413330078125,14.005999565124512,57003000,1.1653015949509626,13.46328001022339,,0.28333377838134766
2015-04-10,67,13.989999771118164,14.109999656677246,13.93333339691162,14.0600004196167,61015500,0.38555516327911654,13.478653354644775,,0.17666625976562678
2015-04-13,68,14.029333114624023,14.199999809265137,13.936667442321776,13.985333442687988,56373000,-0.5310595640134919,13.48476001739502,,0.26333236694336115
2015-04-14,69,13.904666900634766,13.965999603271484,13.699999809265137,13.830666542053224,45390000,-1.1059221524362672,13.489906692504883,,0.26599979400634766
2015-04-15,70,13.830666542053224,13.97266674041748,13.773332595825195,13.85533332824707,29286000,0.17834849910409734,13.485760021209718,,0.19933414459228516
2015-04-16,71,13.846667289733888,13.944666862487791,13.752667427062988,13.779999732971191,24886500,-0.5437155028403029,13.470213356018066,,0.1919994354248029
2015-04-17,72,13.666000366210938,13.791999816894531,13.56666660308838,13.78600025177002,37048500,0.04354513000803806,13.454533367156982,,0.22533321380615057
2015-04-20,73,13.785332679748535,13.856666564941406,13.59000015258789,13.684666633605955,38389500,-0.7350472676152298,13.433573360443114,,0.2666664123535156
2015-04-21,74,13.720000267028809,14.050000190734863,13.620667457580566,13.96066665649414,51487500,2.0168560205215513,13.422973346710204,,0.4293327331542969
2015-04-22,75,14.166666984558104,14.791999816894531,14.112667083740234,14.629332542419434,117945000,4.789641514821552,13.425586662292481,,0.6793327331542969
2015-04-23,76,14.5513334274292,14.76533317565918,14.476667404174805,14.57333278656006,66168000,-0.38279091473923943,13.428666648864747,,0.288665771484375
2015-04-24,77,14.699999809265137,14.720000267028809,14.534000396728516,14.562000274658203,36417000,-0.07776197845634769,13.436173305511474,,0.18599987030029297
2015-04-27,78,14.837332725524902,15.916666984558104,14.800000190734863,15.436667442321776,175089000,6.006504265665535,13.47439998626709,,1.1166667938232404
2015-04-28,79,15.649999618530272,15.699999809265137,15.20199966430664,15.36533260345459,91281000,-0.46211294720006624,13.51001329421997,,0.4980001449584961
2015-04-29,80,15.33666706085205,15.664667129516602,15.175333023071287,15.49666690826416,59041500,0.854744301337429,13.547479972839355,,0.4893341064453143
2015-04-30,81,15.359333038330078,15.526000022888184,15.011333465576172,15.06999969482422,58678500,-2.7532837607318283,13.576266632080078,,0.5146665573120117
2015-05-01,82,15.329333305358888,15.451333045959473,14.694000244140623,15.0686674118042,79225500,-0.008840630703388364,13.59535997390747,,0.7573328018188494
2015-05-04,83,15.211999893188477,15.648667335510254,15.140666961669922,15.36733341217041,66519000,1.9820332628235349,13.613226642608643,,0.508000373840332
2015-05-05,84,15.850666999816896,15.966667175292969,15.275333404541016,15.529999732971191,86953500,1.0585201507501196,13.647373294830322,,0.6913337707519531
2015-05-06,85,15.606666564941406,15.631333351135254,15.213333129882812,15.362000465393066,79063500,-1.081772507834955,13.682466640472413,,0.4180002212524414
2015-05-07,86,14.733332633972168,15.83199977874756,14.68333339691162,15.786666870117188,141838500,2.7643952080381284,13.726519985198975,,1.148666381835941
2015-05-08,87,15.732666969299316,15.894000053405762,15.579999923706056,15.77400016784668,70023000,-0.0802367109835278,13.765746650695801,,0.31400012969970525
2015-05-11,88,15.752667427062988,16.191999435424805,15.687333106994627,15.965999603271484,85084500,1.2171892568897835,13.813946647644043,,0.5046663284301776
2015-05-12,89,16.007333755493164,16.42333221435547,15.879332542419434,16.31599998474121,95451000,2.1921607801995036,13.877159996032715,,0.5439996719360352
2015-05-13,90,16.507333755493164,16.553333282470703,16.149999618530273,16.211999893188477,81603000,-0.6374116918974937,13.935319995880127,,0.4033336639404297
2015-05-14,91,16.321332931518555,16.326000213623047,16.083332061767578,16.273332595825195,43438500,0.37831669775971744,13.990866641998291,,0.24266815185546875
2015-05-15,92,16.261999130249023,16.626667022705078,16.166667938232422,16.589332580566406,67914000,1.9418271142708665,14.05514663696289,,0.45999908447265625
2015-05-18,93,16.46666717529297,16.65999984741211,16.399999618530273,16.583332061767578,50298000,-0.03617094762363715,14.128306617736817,,0.26000022888183594
2015-05-19,94,16.562000274658203,16.733333587646484,16.40999984741211,16.47599983215332,55113000,-0.6472295749399448,14.20331995010376,,0.323333740234375
2015-05-20,95,16.475332260131836,16.516000747680664,16.091333389282227,16.290000915527344,56334000,-1.1289082211751178,14.27535997390747,,0.4246673583984375
2015-05-21,96,16.20199966430664,16.441333770751953,16.157333374023438,16.374666213989258,29559000,0.5197378373454464,14.344533290863037,,0.2840003967285156
2015-05-22,97,16.358667373657227,16.573333740234375,16.333999633789062,16.51533317565918,33346500,0.8590523912465953,14.420079956054687,,0.2393341064453125
2015-05-26,98,16.511999130249023,16.799999237060547,16.433332443237305,16.497333526611328,52480500,-0.10898750183484518,14.49845329284668,,0.3666667938232422
2015-05-27,99,16.567333221435547,16.633333206176758,16.3700008392334,16.495332717895508,51123000,-0.012128073379813475,14.56742660522461,,0.2633323669433594
2015-05-28,100,16.468666076660156,16.786666870117188,16.336666107177734,16.76333236694336,54709500,1.6246998689338543,14.643053245544433,,0.4500007629394531
2015-05-29,101,16.733333587646484,16.857999801635742,16.6286678314209,16.719999313354492,56839500,-0.2584990420778088,14.709839897155762,,0.22933197021484375
2015-06-01,102,16.76066780090332,16.773332595825195,16.49799919128418,16.6299991607666,37576500,-0.5382784466743784,14.781573219299316,,0.2753334045410156
2015-06-02,103,16.594667434692383,16.626667022705078,16.420000076293945,16.55666732788086,32022000,-0.44096113401344006,14.848599910736084,,0.2066669464111328
2015-06-03,104,16.546667098999023,16.71466636657715,16.46733283996582,16.599332809448242,26722500,0.25769365731915794,14.914413223266601,,0.24733352661132812
2015-06-04,105,16.5,16.6200008392334,16.380666732788086,16.39466667175293,36804000,-1.232978096437809,14.973346557617187,,0.2393341064453125
2015-06-05,106,16.399999618530273,16.64666748046875,16.3786678314209,16.609333038330078,45330000,1.3093670696398219,15.04646656036377,,0.26799964904785156
2015-06-08,107,16.72333335876465,17.25,16.687332153320312,17.086000442504883,75255000,2.8698768522178453,15.134306564331055,,0.5626678466796875
2015-06-09,108,17.02666664123535,17.182666778564453,16.94266700744629,17.066667556762695,39166500,-0.11315044622199899,15.22897325515747,,0.23999977111816406
